time,x_error,y_error,distance_error
1773611484797178413,2.144667863845825,-0.23167777061462402,2.1539244651794434
1773611484830330897,2.4057350158691406,-0.2578580677509308,2.416252374649048
1773611484900758128,2.4057350158691406,-0.2578580677509308,2.416252374649048
1773611485278987300,2.4057350158691406,-0.2578580677509308,2.416252374649048
1773611485280497429,2.270106077194214,-0.24425695836544037,2.2799673080444336
1773611485281003963,2.4057350158691406,-0.2578580677509308,2.416252374649048
1773611485281083270,2.4057350158691406,-0.2578580677509308,2.416252374649048
1773611485281119403,2.4057350158691406,-0.2578580677509308,2.416252374649048
1773611485358186930,2.5528485774993896,-0.27261093258857727,2.564079761505127
1773611485442015361,2.5528485774993896,-0.27261093258857727,2.564079761505127
1773611485466062688,2.144667863845825,-0.23167777061462402,2.1539244651794434
1773611485531023356,2.409299612045288,-0.2669614553451538,2.4205586910247803
1773611485593590125,2.5567290782928467,-0.28211668133735657,2.568741798400879
1773611485660444911,2.717209815979004,-0.2986135184764862,2.7300450801849365
1773611485734588034,2.1477057933807373,-0.24007052183151245,2.1576335430145264
1773611485797178134,2.2733919620513916,-0.25299060344696045,2.2839584350585938
1773611485868185462,2.276684284210205,-0.2617422938346863,2.287980794906616
1773611485930036004,2.2799835205078125,-0.27051204442977905,2.2920351028442383
1773611486000679283,2.283289670944214,-0.27929994463920593,2.29612135887146
1773611486068816565,2.423635721206665,-0.3035711348056793,2.4381215572357178
1773611486142444850,2.2932491302490234,-0.30577296018600464,2.3085720539093018
1773611486201212707,2.1691396236419678,-0.29928919672966003,2.1844420433044434
1773611486265608288,2.1722261905670166,-0.30781668424606323,2.1883935928344727
1773611486335779486,2.053856372833252,-0.29326653480529785,2.0691516399383545
1773611486418791311,2.276684284210205,-0.2617422938346863,2.287980794906616
1773611486471276505,2.3600783348083496,-0.14126481115818024,2.3632848262786865
1773611486542076494,2.1622819900512695,0.042348675429821014,2.1625897884368896
1773611486612681416,2.2658793926239014,0.09929195791482925,2.2675135135650635
1773611486675408894,2.2271454334259033,0.1982067972421646,2.233736038208008
1773611486743079905,2.21760892868042,0.2225605845451355,2.225942850112915
1773611486804172532,2.482950210571289,0.2509831488132477,2.492677927017212
1773611486873272029,2.7992537021636963,0.27494075894355774,2.809886932373047
1773611486940704575,2.977078437805176,0.2935330867767334,2.988619327545166
1773611487007651199,2.7992537021636963,0.27494075894355774,2.809886932373047
1773611487072633341,2.7992537021636963,0.27494075894355774,2.809886932373047
1773611487150993116,2.7992537021636963,0.27494075894355774,2.809886932373047
1773611487215003538,2.9819302558898926,0.283647358417511,2.992694139480591
1773611487269664503,2.7992537021636963,0.27494075894355774,2.809886932373047
1773611487336501334,2.7992537021636963,0.27494075894355774,2.809886932373047
1773611487415133563,2.475537061691284,0.2683749198913574,2.486682653427124
1773611487478536285,2.4718427658081055,0.277042418718338,2.483731985092163
1773611487541804941,2.331491231918335,0.26965123414993286,2.3432669639587402
1773611487612453533,2.331491231918335,0.26965123414993286,2.3432669639587402
1773611487678855104,2.328097343444824,0.27796509861946106,2.340622663497925
1773611487741036217,2.468156337738037,0.2856910526752472,2.4808125495910645
1773611487805986482,2.328097343444824,0.27796509861946106,2.340622663497925
1773611487877366280,2.1987080574035645,0.2708277404308319,2.2111191749572754
1773611487945255289,2.321331024169922,0.2945408821105957,2.3354220390319824
1773611488009670570,2.321331024169922,0.2945408821105957,2.3354220390319824
1773611488079391850,2.4571452140808105,0.3115244507789612,2.4722394943237305
1773611488142115100,2.4571452140808105,0.3115244507789612,2.4722394943237305
1773611488210305319,2.4534904956817627,0.32009831070899963,2.4694430828094482
1773611488280064460,2.3145925998687744,0.3110477030277252,2.3303372859954834
1773611488344686151,2.307882308959961,0.3274860084056854,2.3253684043884277
1773611488415560487,2.4462053775787354,0.3371903896331787,2.463942527770996
1773611488485714499,2.304537773132324,0.3356795907020569,2.322927236557007
1773611488546200542,2.081716775894165,0.2564976215362549,2.0933098793029785
1773611488632349259,1.9120967388153076,0.11330007761716843,1.9145066738128662
1773611488681024059,1.8561720848083496,-0.01909281313419342,1.856242060661316
1773611488747979707,2.0968704223632812,-0.09962057322263718,2.0986127853393555
1773611488818603224,1.9332289695739746,-0.2482253760099411,1.9446861743927002
1773611488881616307,2.045292854309082,-0.2687067985534668,2.058178424835205
1773611488947961309,1.8363442420959473,-0.25190913677215576,1.8485832214355469
1773611489012785302,1.653656005859375,-0.2372225821018219,1.66533362865448
1773611489082180505,1.7455010414123535,-0.25536319613456726,1.7585326433181763
1773611489149765343,1.5757355690002441,-0.24780699610710144,1.5889002084732056
1773611489216200293,1.4982976913452148,-0.2443602830171585,1.511538028717041
1773611489282803971,1.4963855743408203,-0.23765382170677185,1.50892174243927
1773611489351208155,1.4162781238555908,-0.2086411863565445,1.426302433013916
1773611489427076067,1.391493320465088,-0.11904036998748779,1.3947993516921997
1773611489482944137,1.368945598602295,-0.037526775151491165,1.369277834892273
1773611489552258401,1.2178676128387451,0.04498216509819031,1.218381643295288
1773611489618780531,1.145677924156189,0.09636600315570831,1.1481256484985352
1773611489688718049,1.0330618619918823,0.11186454445123672,1.0365674495697021
1773611489757135675,1.0330618619918823,0.11186454445123672,1.0365674495697021
1773611489823180587,0.9791582822799683,0.12670214474201202,0.9837940335273743
1773611489888418634,0.884681224822998,0.12992621958255768,0.8898364305496216
1773611489960156883,0.9767705202102661,0.13690128922462463,0.982188880443573
1773611490023830365,0.8390923738479614,0.13855916261672974,0.8451216816902161
1773611490092953866,0.8825169801712036,0.1396511197090149,0.8884792327880859
1773611490158591152,0.7965739965438843,0.14215847849845886,0.8030937314033508
1773611490227918137,0.7178889513015747,0.14445407688617706,0.7249796390533447
1773611490292225093,0.7160928249359131,0.15333198010921478,0.7240891456604004
1773611490367095091,0.6439323425292969,0.15508006513118744,0.6525323987007141
1773611490427032606,0.5463801622390747,0.15544702112674713,0.5556666254997253
1773611490492938505,0.5179212093353271,0.14636525511741638,0.5263412594795227
1773611490561299147,0.4426470994949341,0.09452970325946808,0.44638746976852417
1773611490629388455,0.42814183235168457,0.02318372204899788,0.4283699095249176
1773611490691984517,0.3647785186767578,-0.04597814008593559,0.3657262921333313
1773611490765044535,0.32948875427246094,-0.11651159077882767,0.335758239030838
1773611490830627829,0.31115221977233887,-0.1416148692369461,0.3205600380897522
1773611490897636699,0.27090728282928467,-0.1551123410463333,0.28262361884117126
1773611490963779751,0.23015254735946655,-0.14763852953910828,0.24120943248271942
1773611491036600223,0.20624887943267822,-0.11110974103212357,0.2126823365688324
1773611491120531281,0.14480429887771606,-0.04944254830479622,0.14616923034191132
1773611491172526739,0.13808435201644897,0.0029115646611899137,0.138089120388031
1773611491235768281,0.06808042526245117,0.05365544930100441,0.06983808428049088
1773611491301272188,0.005228936672210693,0.10414685308933258,0.012376097030937672
1773611491369971004,-0.035652101039886475,0.12173406779766083,-0.0253538079559803
1773611491436473322,-0.061825573444366455,0.1385783702135086,-0.04801139235496521
1773611491505189549,-0.0740281343460083,0.14297176897525787,-0.05907389149069786
1773611491570255506,-0.08819299936294556,0.16918246448040009,-0.06691053509712219
